track_id,start_frame,end_frame,lifetime_frames,start_time,end_time,duration,start_x,start_z,end_x,end_z,min_z,max_z,horizontal_drift,vertical_range,assigned_detections,missed_frames
17,3,12,10,50.80000296636629,52.60000033006905,1.799997363702758,1.3296875000000004,6.004561649335456,1.497395833333334,6.437625071531348,6.004561649335456,7.302429040976799,0.16770833333333357,1.2978673916413426,10,0
18,4,8,5,51.00000426189876,51.80000686314391,0.8000026012451542,-6.3609374999999995,8.201708574855054,-5.761979166666666,6.437506322114762,6.437506322114762,8.201708574855054,0.598958333333333,1.7642022527402919,5,0
19,6,20,15,51.40000260569677,54.20000114717838,2.7999985414816067,-8.876562499999999,5.39377016687496,-8.325520833333332,6.229430575868992,5.39377016687496,7.690493616117229,0.5510416666666664,2.2967234492422692,15,0
20,7,11,5,51.6000072288763,52.40000813717302,0.8000009082967168,-1.9765625000000009,6.613308075322224,-2.0484375000000004,6.006994174495205,6.006994174495205,6.668815053465226,-0.07187499999999947,0.6618208789700217,5,0
21,8,26,19,51.80000686314391,55.40000619541943,3.599999332275516,-5.2828124999999995,6.535505506825336,-4.947395833333333,5.674888168182566,5.674888168182566,9.89148367626609,0.33541666666666625,4.216595508083524,19,0
22,8,29,19,51.80000686314391,56.000006814799285,4.199999951655371,3.150520833333333,6.7703147641294645,3.869270833333333,5.498111816021631,5.498111816021631,10.37322790896347,0.71875,4.8751160929418385,19,3
23,10,22,13,52.20000812549251,54.600004394149195,2.399996268656686,-7.4390624999999995,6.676445076835273,-8.038020833333333,6.006077831928642,6.006077831928642,8.169398743402166,-0.598958333333333,2.163320911473524,13,0
24,10,26,17,52.20000812549251,55.40000619541943,3.19999806992692,6.840104166666666,5.1335269711475675,8.157812499999999,5.430207938351968,5.1335269711475675,7.576395434610085,1.3177083333333321,2.442868463462517,17,0
25,12,29,18,52.60000033006905,56.000006814799285,3.400006484730234,-1.6890625000000012,6.216877662818249,-2.2640624999999996,5.615934761900545,5.615934761900545,8.321808177434058,-0.5749999999999984,2.705873415533513,18,0
26,12,35,19,52.60000033006905,57.200002287367816,4.600001957298765,-1.0421875000000007,5.456206724438716,-4.2046874999999995,4.795285197647335,4.795285197647335,8.706791203833182,-3.1624999999999988,3.9115060061858475,19,5
27,12,22,11,52.60000033006905,54.600004394149195,2.0000040640801444,-0.01197916666666643,6.193157762638667,-0.1317708333333325,7.271697851688837,6.193157762638667,7.5207581401016075,-0.11979166666666607,1.3276003774629404,11,0
28,13,28,16,52.8000012093067,55.80000691775532,3.0000057084486187,1.0901041666666664,6.4715447661821655,1.1619791666666668,5.787917778103418,5.787917778103418,7.78690950581604,0.07187500000000036,1.998991727712622,16,0
29,13,34,22,52.8000012093067,57.000009015727336,4.200007806420636,1.8328124999999993,6.792815474143407,2.1682291666666664,5.716455726469277,5.716455726469277,8.766020762701338,0.33541666666666714,3.049565036232061,22,0
30,13,21,8,52.8000012093067,54.4000068024126,1.600005593105898,9.0203125,5.471088943192676,9.044270833333332,6.407853119069971,5.471088943192676,6.407853119069971,0.02395833333333286,0.9367641758772951,8,1
31,14,19,4,53.000000924390186,54.000002388963196,1.0000014645730104,-2.6473958333333325,6.952635603871523,-3.0307291666666663,6.268535173355605,6.268535173355605,7.575446798790789,-0.38333333333333375,1.306911625435184,4,2
32,14,26,13,53.000000924390186,55.40000619541943,2.4000052710292437,5.210937499999998,7.340659252143629,5.186979166666669,4.2865755452124334,4.2865755452124334,8.236817755553439,-0.023958333333329307,3.9502422103410053,13,0
33,18,25,8,53.80000816649914,55.200002467231975,1.3999943007328355,6.384895833333333,7.690554908871856,6.3609375,6.178846180679614,6.178846180679614,7.8661797845565,-0.02395833333333286,1.6873336038768851,8,0
34,19,24,6,54.000002388963196,55.00000937918889,1.0000069902256925,3.7255208333333325,8.117652503823614,4.1328125,4.491119446937228,4.491119446937228,8.117652503823614,0.4072916666666675,3.6265330568863856,6,0
35,20,29,10,54.20000114717838,56.000006814799285,1.8000056676209084,-3.078645833333333,6.754559243873236,-2.9109374999999993,6.05862170754709,6.05862170754709,7.6460455111593895,0.16770833333333357,1.5874238036122996,10,0
36,20,28,9,54.20000114717838,55.80000691775532,1.6000057705769422,-0.9703125000000004,8.040235297742704,-0.8744791666666671,5.3092797064926645,5.3092797064926645,8.040235297742704,0.09583333333333321,2.73095559125004,9,0
37,20,38,18,54.20000114717838,57.80000422913622,3.600003081957844,8.565104166666668,6.825838037297276,7.918229166666666,5.4362403199001585,5.4362403199001585,8.32025538944013,-0.6468750000000014,2.884015069539971,18,1
38,21,34,14,54.4000068024126,57.000009015727336,2.6000022133147382,-4.444270833333333,5.555025262383298,-3.1026041666666666,6.267810948641696,5.555025262383298,7.530222183787696,1.3416666666666668,1.9751969214043985,14,0
39,22,29,8,54.600004394149195,56.000006814799285,1.4000024206500896,-7.007812499999999,5.866193033150205,-7.127604166666666,8.714013373149127,5.866193033150205,8.714013373149127,-0.11979166666666696,2.847820339998922,8,0
40,23,44,22,54.80000531266733,59.0000030935372,4.199997780869872,-7.8703125,6.746101696921691,-7.415104166666666,5.693066409590068,5.693066409590068,9.14513891662476,0.4552083333333341,3.452072507034692,22,0
41,23,34,11,54.80000531266733,57.000009015727336,2.2000037030600055,-3.3901041666666663,7.270832795783291,-3.893229166666666,5.769834781952647,5.733937815024362,7.547700517273686,-0.5031249999999998,1.8137627022493241,11,1
42,23,31,9,54.80000531266733,56.4000072351294,1.60000192246207,0.03593749999999929,7.616718292200751,-0.059895833333333925,6.75793110471341,6.75793110471341,8.079766542735491,-0.09583333333333321,1.3218354380220818,9,0
43,24,40,17,55.00000937918889,58.20000551629041,3.1999961371015218,6.911979166666665,6.400409603015083,6.864062499999999,6.268625032697945,6.268625032697945,10.18180460630955,-0.04791666666666572,3.913179573611605,17,0
44,25,42,18,55.200002467231975,58.60000704559623,3.4000045783642534,-6.313020833333333,5.2247105408846855,-5.905729166666666,5.159692794133471,5.072239608941048,8.549926162697204,0.4072916666666666,3.477686553756156,18,0
45,25,37,12,55.200002467231975,57.60000810727932,2.400005640047347,4.228645833333333,4.694098531963988,4.036979166666667,6.354617103168272,4.681495785038517,6.71672302906409,-0.19166666666666643,2.035227244025573,12,1
46,27,38,11,55.60000048261637,57.80000422913622,2.2000037465198474,1.9046874999999996,7.205838694803457,2.1921874999999993,5.920926567753089,5.920926567753089,7.857990066060417,0.28749999999999964,1.937063498307328,11,1
47,29,39,10,56.000006814799285,58.000007999637695,2.0000011848384105,-4.540104166666667,7.417064560744904,-4.516145833333333,5.420759608710874,5.420759608710874,7.649116495969081,0.023958333333333748,2.228356887258207,10,1
48,30,38,9,56.20000397856002,57.80000422913622,1.6000002505762012,3.749479166666667,5.891738408965355,3.1026041666666657,6.242183586551783,5.891738408965355,6.505294779383592,-0.6468750000000014,0.6135563704182365,9,0
49,31,47,17,56.4000072351294,59.60000730035847,3.2000000652290694,-2.216145833333334,6.648805072026916,-1.1140624999999993,4.739999567235398,4.739999567235398,8.559756296481009,1.1020833333333346,3.8197567292456105,17,0
50,31,39,9,56.4000072351294,58.000007999637695,1.6000007645082945,-0.6828125000000007,5.8534762065769,-0.4432291666666668,6.857646789829441,5.8534762065769,7.376819953987139,0.23958333333333393,1.5233437474102391,9,0
51,31,38,8,56.4000072351294,57.80000422913622,1.3999969940068198,0.6828125000000007,6.598333213019057,0.8026041666666668,7.4196878965106885,6.598333213019057,7.615982192594291,0.11979166666666607,1.0176489795752346,8,0
52,31,53,21,56.4000072351294,60.8000026763382,4.399995441208802,4.4921875,7.0920978312143275,6.193229166666665,4.610370262271205,4.610370262271205,10.499428255823712,1.701041666666665,5.889057993552507,21,2
53,32,45,14,56.600005975787674,59.200002919195306,2.599996943407632,-2.6953125,7.204287427496017,-2.216145833333334,5.64604323460302,5.64604323460302,8.727093243685719,0.4791666666666661,3.0810500090826984,14,0
54,34,42,8,57.000009015727336,58.60000704559623,1.5999980298688925,-8.780729166666665,6.6490522114172625,-8.636979166666666,6.658613517943553,6.6490522114172625,7.432654498930955,0.14374999999999893,0.7836022875136921,8,1
55,34,46,13,57.000009015727336,59.40000314780158,2.399994132074241,-5.091145833333333,6.152084097541491,-4.707812499999999,6.743031067880678,6.152084097541491,7.971921971688786,0.38333333333333375,1.8198378741472956,13,0
56,35,52,18,57.200002287367816,60.60000019256846,3.3999979052006424,-3.0546875,7.08439711574357,-2.5276041666666664,5.222254785088091,5.08195118201169,9.271002258022053,0.5270833333333336,4.1890510760103625,18,0
57,36,44,9,57.400004387093134,59.0000030935372,1.5999987064440688,-1.2578124999999991,7.239874054684163,-0.9703125000000004,4.6799756354942765,4.6799756354942765,7.2779433409505145,0.28749999999999876,2.597967705456238,9,0
58,38,52,15,57.80000422913622,60.60000019256846,2.799995963432238,0.37135416666666643,7.37403609397046,1.138020833333334,5.75165760078414,5.75165760078414,9.243571061666337,0.7666666666666675,3.4919134608821976,15,0
59,38,57,18,57.80000422913622,61.600006112666264,3.8000018835300438,1.5453124999999996,6.408946479681675,1.4015625000000007,5.3119889374276354,5.3119889374276354,9.435652853179334,-0.14374999999999893,4.123663915751699,18,2
60,39,50,12,58.000007999637695,60.20000789620137,2.199999896563675,3.174479166666666,6.799259630943666,2.9828124999999996,5.996652113735234,5.996652113735234,7.967148053413472,-0.19166666666666643,1.970495939678238,12,0
61,40,59,19,58.20000551629041,62.00000133191551,3.7999958156251026,7.870312500000001,5.909811087630752,8.8046875,5.150785705350342,5.150785705350342,7.641482044251177,0.9343749999999993,2.490696338900835,19,1
62,40,46,7,58.20000551629041,59.40000314780158,1.1999976315111667,8.708854166666665,6.258111160959491,9.044270833333332,9.290992464194446,6.258111160959491,9.290992464194446,0.33541666666666714,3.032881303234955,7,0
63,41,41,1,58.40000631909047,58.40000631909047,0.0,-7.103645833333333,5.022537578879206,-7.103645833333333,5.022537578879206,5.022537578879206,5.022537578879206,0.0,0.0,1,0
64,43,57,13,58.80000476215741,61.600006112666264,2.8000013505088575,-8.277604166666666,6.9441526284790696,-8.3015625,7.0395823774908175,6.9441526284790696,8.035741677821383,-0.02395833333333286,1.0915890493423133,13,2
65,43,59,17,58.80000476215741,62.00000133191551,3.199996569758106,-5.809895833333333,6.165608443867273,-5.953645833333333,5.036913749272956,5.036913749272956,9.268730374270397,-0.14374999999999982,4.231816624997442,17,0
66,43,51,9,58.80000476215741,60.40000395902432,1.5999991968669107,6.384895833333333,8.330457449959814,6.983854166666667,5.627799700643238,5.627799700643238,8.330457449959814,0.5989583333333339,2.702657749316576,9,0
67,44,44,1,59.0000030935372,59.0000030935372,0.0,-0.5151041666666671,4.430943048913934,-0.5151041666666671,4.430943048913934,4.430943048913934,4.430943048913934,0.0,0.0,1,0
68,45,60,16,59.200002919195306,62.20000125024505,2.9999983310497456,-7.822395833333332,6.525082333264693,-8.3015625,8.18542646183702,6.525082333264693,10.05124729880022,-0.47916666666666696,3.5261649655355276,16,0
69,46,61,15,59.40000314780158,62.40000313629975,2.9999999884981747,4.156770833333333,6.579682767703952,3.533854166666666,5.53674243695354,5.53674243695354,8.46630380126014,-0.6229166666666668,2.9295613643066005,15,1
70,47,51,5,59.60000730035847,60.40000395902432,0.7999966586658473,-4.5640624999999995,7.086241010831765,-4.2046874999999995,7.531559900057925,7.086241010831765,7.670933423856897,0.359375,0.5846924130251319,5,0
71,48,55,8,59.80000667140811,61.20000670959354,1.400000038185425,-2.2640624999999996,6.613709141180154,-2.359895833333333,7.316764572149461,6.613709141180154,7.818603791262565,-0.09583333333333321,1.2048946500824114,8,0
72,48,50,3,59.80000667140811,60.20000789620137,0.4000012247932574,3.4140625,6.814585439616069,3.6057291666666664,5.417770840651854,5.417770840651854,6.814585439616069,0.19166666666666643,1.3968145989642151,3,0
73,49,57,9,60.00000310703905,61.600006112666264,1.6000030056272152,-9.0921875,9.401341394237189,-9.068229166666667,6.5608321191226935,6.5608321191226935,9.401341394237189,0.02395833333333286,2.8405092751144956,9,0
74,49,64,16,60.00000310703905,63.00000132263215,2.999998215593102,-3.9651041666666664,7.36222761200599,-3.3421874999999996,6.4184823861942695,6.4184823861942695,9.228068638564977,0.6229166666666668,2.809586252370708,16,0
75,49,63,15,60.00000310703905,62.800003896025366,2.800000788986317,0.1796875,7.3942585912979215,0.08385416666666679,6.253816489138843,6.253816489138843,9.407181504783056,-0.09583333333333321,3.153365015644213,15,0
76,49,58,10,60.00000310703905,61.800004623062335,1.8000015160232863,7.199479166666666,6.016498222597241,6.911979166666665,6.24352481927372,6.016498222597241,7.024395601077633,-0.2875000000000014,1.0078973784803917,10,0
77,49,51,3,60.00000310703905,60.40000395902432,0.40000085198526847,7.870312500000001,6.202462493831302,8.03802083333333,5.2291659130312,5.2291659130312,6.202462493831302,0.16770833333333002,0.9732965808001017,3,0
78,51,52,2,60.40000395902432,60.60000019256846,0.19999623354414098,-6.528645833333333,7.4496124967033985,-6.552604166666666,7.423904288618394,7.423904288618394,7.4496124967033985,-0.02395833333333286,0.02570820808500418,2,0
79,52,64,13,60.60000019256846,63.00000132263215,2.4000011300636928,-0.9463541666666657,7.9141215846438815,-1.8328125000000002,6.27938917149906,6.27938917149906,9.111514251476876,-0.8864583333333345,2.832125079977816,13,0
80,53,63,11,60.8000026763382,62.800003896025366,2.0000012196871637,-2.6234374999999996,5.887809591003074,-2.6473958333333325,6.548816305660273,5.887809591003074,7.33823017696047,-0.02395833333333286,1.4504205859573958,11,0
81,54,60,7,61.00000332741426,62.20000125024505,1.1999979228307893,1.0421875000000007,6.070697611984054,0.7067708333333336,6.677195647162379,6.070697611984054,7.03278794519488,-0.33541666666666714,0.9620903332108259,7,0
82,54,60,7,61.00000332741426,62.20000125024505,1.1999979228307893,3.3661458333333325,6.003277889029712,3.030729166666667,5.6694853095621,5.6694853095621,6.37984732801545,-0.33541666666666536,0.7103620184533499,7,0
83,56,74,19,61.40000335640189,65.00000610736548,3.60000275096359,-7.127604166666666,7.4279098526000675,-7.750520833333333,6.580875627959798,6.580875627959798,9.790751518111126,-0.6229166666666668,3.209875890151328,19,0
84,56,63,7,61.40000335640189,62.800003896025366,1.400000539623477,-0.6588541666666661,8.73581446684499,-0.34739583333333357,6.309285646481958,6.309285646481958,8.73581446684499,0.3114583333333325,2.426528820363033,7,1
85,56,75,20,61.40000335640189,65.20000444791509,3.8000010915132023,2.3359375,4.863235837974907,2.719270833333333,5.627453060646333,4.863235837974907,10.046025765510628,0.38333333333333286,5.182789927535721,20,0
86,57,57,1,61.600006112666264,61.600006112666264,0.0,-8.684895833333332,5.788924957812131,-8.684895833333332,5.788924957812131,5.788924957812131,5.788924957812131,0.0,0.0,1,0
87,57,68,11,61.600006112666264,63.80000004626398,2.1999939335977174,-6.816145833333333,6.667710375942578,-7.918229166666666,5.897933696525595,5.897933696525595,7.1061738449535525,-1.1020833333333337,1.208240148427958,11,1
88,57,72,16,61.600006112666264,64.60000581969587,2.999999707029602,-5.043229166666666,5.740672196342281,-4.707812499999999,6.680185247028897,5.740672196342281,7.967764744565495,0.33541666666666714,2.2270925482232142,16,0
89,57,74,18,61.600006112666264,65.00000610736548,3.3999999946992148,6.672395833333335,6.017105911450341,5.5223958333333325,6.362183600034104,6.017105911450341,9.207646469066688,-1.1500000000000021,3.1905405576163473,18,0
90,57,78,22,61.600006112666264,65.80000593076218,4.199999818095918,7.894270833333334,6.000155457412988,7.870312500000001,5.073647848780547,5.073647848780547,10.39278321469579,-0.02395833333333286,5.319135365915242,22,0
91,60,61,2,62.20000125024505,62.40000313629975,0.20000188605470015,8.39739583333333,5.819158676161592,8.4453125,6.0914739903951185,5.819158676161592,6.0914739903951185,0.04791666666666927,0.2723153142335262,2,0
92,62,76,15,62.60000153631547,65.40000836700747,2.8000068306920056,-6.624479166666666,5.724511525582523,-6.480729166666666,5.631457307379207,5.631457307379207,7.878776280687567,0.14374999999999982,2.24731897330836,15,0
93,62,67,6,62.60000153631547,63.60000288770929,1.00000135139382,-4.0609375,6.343147134034257,-2.9828124999999996,7.233547162456673,6.204097129344691,7.233547162456673,1.078125,1.0294500331119814,6,0
94,62,75,14,62.60000153631547,65.20000444791509,2.600002911599624,3.5578125000000007,6.195905741537054,3.749479166666667,5.539943130110051,5.539943130110051,7.924719218926557,0.19166666666666643,2.3847760888165066,14,0
95,62,63,2,62.60000153631547,62.800003896025366,0.20000235970989877,6.624479166666667,7.413059687548429,6.576562499999998,7.756455324551912,7.413059687548429,7.756455324551912,-0.04791666666666927,0.34339563700348297,2,0
96,64,80,16,63.00000132263215,66.20000280021168,3.2000014775795265,-3.869270833333333,7.3526568756289805,-3.8453125000000004,6.357782071071761,6.248303347394823,9.2760654802741,0.02395833333333286,3.0277621328792774,16,1
97,64,68,5,63.00000132263215,63.80000004626398,0.7999987236318304,-0.7786458333333339,5.577794841932645,-0.8744791666666671,7.1775381169166845,5.577794841932645,7.1775381169166845,-0.09583333333333321,1.5997432749840392,5,0
98,64,75,12,63.00000132263215,65.20000444791509,2.20000312528294,0.059895833333333925,6.922172724551009,0.7786458333333339,6.81407551725765,6.81407551725765,8.475532161991012,0.71875,1.661456644733362,12,0
99,67,74,7,63.60000288770929,65.00000610736548,1.4000032196561918,-9.044270833333332,8.585460899155962,-8.756770833333333,6.802671148424015,6.802671148424015,8.606707228702154,0.28749999999999964,1.8040360802781388,7,1
100,67,73,7,63.60000288770929,64.8000032836704,1.2000003959611192,-2.240104166666667,6.791940912211267,-1.7848958333333336,6.690912263598575,6.690912263598575,7.4137403910675275,0.4552083333333332,0.7228281274689525,7,0
101,67,78,12,63.60000288770929,65.80000593076218,2.200003043052895,-1.6411458333333329,6.826041842146047,-1.377604166666667,4.564382844099945,4.564382844099945,7.598469214461152,0.2635416666666659,3.034086370361207,12,0
102,67,69,3,63.60000288770929,64.00000363517083,0.40000074746154013,0.7067708333333336,6.818157627373457,0.7546874999999993,6.8782782161120055,6.818157627373457,6.898647454011727,0.04791666666666572,0.08048982663826987,3,0
103,69,75,7,64.00000363517083,65.20000444791509,1.200000812744264,-7.486979166666666,6.697971231250959,-7.055729166666666,6.382960104653582,6.382960104653582,6.9986838589992,0.43125000000000036,0.615723754345618,7,0
104,69,82,13,64.00000363517083,66.60000454620335,2.6000009110325237,-6.0015624999999995,7.180935119384687,-4.1328125,7.656440683793073,6.653094991501365,8.422009419168075,1.8687499999999995,1.7689144276667106,13,1
105,69,78,8,64.00000363517083,65.80000593076218,1.800002295591355,8.75677083333333,8.335938517879942,9.068229166666665,5.682912530649435,5.682912530649435,8.402850864338543,0.3114583333333343,2.7199383336891083,8,2
106,72,87,16,64.60000581969587,67.60000430496598,2.999998485270112,1.7130208333333332,5.840082130154394,2.240104166666667,5.733552977163767,5.733552977163767,9.115995651959592,0.5270833333333336,3.3824426747958247,16,0
107,72,87,16,64.60000581969587,67.60000430496598,2.999998485270112,4.444270833333334,7.340886664465083,5.1630208333333325,4.7637484259804745,4.7637484259804745,9.020211084397205,0.7187499999999982,4.256462658416731,16,0
108,74,74,1,65.00000610736548,65.00000610736548,0.0,-5.2828124999999995,5.534633495532085,-5.2828124999999995,5.534633495532085,5.534633495532085,5.534633495532085,0.0,0.0,1,0
109,74,91,18,65.00000610736548,68.40000201167868,3.399995904313201,0.10781249999999964,6.1836808261871505,0.8984375,6.456630336645056,6.1836808261871505,10.786873241095014,0.7906250000000004,4.603192414907864,18,0
110,75,84,10,65.20000444791509,67.00000280976303,1.7999983618479405,-8.397395833333333,7.22934898135675,-7.942187499999999,6.843829303810611,6.843829303810611,8.313383690774561,0.4552083333333332,1.4695543869639502,10,0
111,75,92,17,65.20000444791509,68.60000713302682,3.4000026851117298,-7.726562499999999,7.2551900864947525,-6.672395833333333,6.5827702860405335,6.5827702860405335,9.887252263337704,1.0541666666666663,3.3044819772971703,17,1
112,76,89,14,65.40000836700747,68.00000298743814,2.599994620430664,-2.6713541666666663,5.864455090729414,-1.6411458333333329,5.521402332718849,5.521402332718849,8.100531518710541,1.0302083333333334,2.5791291859916923,14,0
113,76,89,14,65.40000836700747,68.00000298743814,2.599994620430664,0.7067708333333336,7.444733615402863,1.9526041666666671,5.859520770295027,5.859520770295027,8.740156722698712,1.2458333333333336,2.8806359524036855,14,0
114,76,92,17,65.40000836700747,68.60000713302682,3.1999987660193483,3.677604166666667,6.332699836417983,4.204687499999999,4.611563182676486,4.611563182676486,8.430732970721039,0.5270833333333318,3.8191697880445528,17,0
115,76,88,13,65.40000836700747,67.8000079133126,2.399999546305125,6.983854166666667,5.575723029914578,7.918229166666666,4.953925522853746,4.953925522853746,7.396731581511777,0.9343749999999993,2.4428060586580314,13,0
116,78,96,19,65.80000593076218,69.400008162581,3.60000223181882,-5.761979166666666,6.326129305364327,-3.4859375000000004,6.467536039782487,6.326129305364327,9.60215100399806,2.276041666666666,3.276021698633733,19,0
117,78,78,1,65.80000593076218,65.80000593076218,0.0,8.325520833333332,4.991917602728949,8.325520833333332,4.991917602728949,4.991917602728949,4.991917602728949,0.0,0.0,1,0
118,79,94,16,66.00000070708259,69.00000508835376,3.000004381271168,6.576562499999998,6.30658699343109,7.510937500000001,7.306061969200287,6.30658699343109,9.57998902077125,0.9343750000000028,3.273402027340161,16,0
119,81,82,2,66.40000044775864,66.60000454620335,0.20000409844470823,-3.653645833333333,6.946354504217105,-2.9828124999999996,7.220125585331906,6.946354504217105,7.220125585331906,0.6708333333333334,0.2737710811148011,2,0
120,82,98,17,66.60000454620335,69.80000359325348,3.1999990470501274,-3.533854166666666,7.670227145962585,-2.455729166666666,7.735697463602816,7.670227145962585,11.366314970821886,1.078125,3.696087824859301,17,0
121,82,99,18,66.60000454620335,70.00000384468682,3.399999298483465,-1.2338541666666663,6.336910415155434,-0.34739583333333357,7.422252345943585,6.336910415155434,10.910908126791343,0.8864583333333327,4.573997711635909,18,0
122,84,91,8,67.00000280976303,68.40000201167868,1.399999201915648,8.39739583333333,6.179311142603744,8.75677083333333,5.845209679245281,5.845209679245281,6.179311142603744,0.359375,0.33410146335846314,8,0
123,85,93,9,67.20000281246989,68.80000210335405,1.5999992908841563,-9.0203125,7.639626298797101,-8.109895833333333,4.948277424023383,4.948277424023383,7.639626298797101,0.9104166666666664,2.691348874773718,9,0
124,87,89,3,67.60000430496598,68.00000298743814,0.39999868247215886,4.683854166666666,6.391831582425491,4.779687499999998,5.256418000310329,5.256418000310329,6.391831582425491,0.09583333333333144,1.135413582115162,3,0
125,88,100,13,67.8000079133126,70.2000032834799,2.3999953701673036,-7.774479166666666,7.057130546757319,-8.109895833333333,5.15420851172108,5.15420851172108,7.732848918197415,-0.33541666666666714,2.5786404064763344,13,0
126,88,112,25,67.8000079133126,72.60000028365862,4.799992370346018,5.642187499999999,5.08057985708344,6.720312499999997,5.090575254873945,5.08057985708344,12.764132661445833,1.0781249999999982,7.683552804362393,25,0
127,88,94,7,67.8000079133126,69.00000508835376,1.1999971750411618,6.624479166666667,9.55514318217758,7.103645833333335,7.979187020962332,7.979187020962332,9.559718281053362,0.47916666666666785,1.5805312600910302,7,0
128,89,99,11,68.00000298743814,70.00000384468682,2.000000857248679,3.078645833333333,6.665376111099529,3.6057291666666664,6.279242838883374,6.279242838883374,7.937599402189832,0.5270833333333336,1.6583565633064579,11,0
129,90,108,18,68.20000428031322,71.8000044811836,3.600000200870383,-5.666145833333333,6.202736835975315,-6.6005208333333325,4.965383870824381,4.965383870824381,9.326897566962156,-0.9343749999999993,4.361513696137775,18,1
130,90,99,10,68.20000428031322,70.00000384468682,1.7999995643735929,0.37135416666666643,6.713228599754713,0.7786458333333339,6.349987046997453,6.349987046997453,7.412008974174679,0.4072916666666675,1.0620219271772262,10,0
131,90,94,5,68.20000428031322,69.00000508835376,0.8000008080405365,1.2338541666666671,6.005094057978491,2.431770833333333,6.291782847984496,6.005094057978491,6.741019693665408,1.197916666666666,0.7359256356869173,5,0
132,90,105,16,68.20000428031322,71.20000665163803,3.000002371324811,2.0244791666666657,6.203955311617301,2.6234374999999996,6.798394848337277,6.203955311617301,8.398287289136363,0.5989583333333339,2.1943319775190613,16,0
