track_id,class,fit_status,fit_method,n_points,n_used,A,B,C,initial_velocity_km_s,acceleration_km_s2,deceleration_km_s2,apex_time_sec,apex_height_Mm,rmse_Mm,r2,apex_inside_window,n_trimmed,n_outliers_removed,reject_reason
225,A,accepted,direct,21.0,21.0,-0.13616380072594572,55.10797647777412,6265.429135925811,55.10797647777412,-0.27232760145189144,0.27232760145189144,202.35912990079095,11.841230221243624,0.11022217524930299,0.9961880672630127,True,0.0,0.0,
226,C,rejected,,,,,,,,,,,,,,,,,
228,D,rejected,,,,,,,,,,,,,,,,,
230,E,rejected,,,,,,,,,,,,,,,,,
231,C,rejected,,,,,,,,,,,,,,,,,
232,D,rejected,,,,,,,,,,,,,,,,,
233,D,rejected,,,,,,,,,,,,,,,,,
234,B,rejected,,,,,,,,,,,,,,,,,positive_acceleration
236,E,rejected,,,,,,,,,,,,,,,,,
237,D,rejected,,,,,,,,,,,,,,,,,
238,C,rejected,,,,,,,,,,,,,,,,,
239,A,accepted,direct,14.0,14.0,-0.14156299865631508,26.430032175893018,8205.151139749401,26.430032175893018,-0.28312599731263016,0.28312599731263016,93.35077819331705,9.438783175396413,0.02086892099958464,0.9996814561366618,True,0.0,0.0,
240,D,rejected,,,,,,,,,,,,,,,,,
241,A,accepted,direct,6.0,6.0,-0.16716222209688442,27.889240854916043,5269.8731754429455,27.889240854916043,-0.33432444419376883,0.33432444419376883,83.41968808823296,6.433129062010296,0.004674038451473675,0.9998740713514351,True,0.0,0.0,
243,A,accepted,direct,14.0,14.0,-0.14022219529751678,27.021543482125324,7411.163157963272,27.021543482125324,-0.28044439059503357,0.28044439059503357,96.35259034702851,8.712961012802092,0.06343583301783579,0.9967473386573611,True,0.0,0.0,
244,A,accepted,direct,8.0,8.0,-0.14569045197938854,12.83795067240681,8555.508297005643,12.83795067240681,-0.2913809039587771,0.2913809039587771,44.05899802625038,8.838321918673978,0.01720557556647089,0.9984549158203858,True,0.0,0.0,
245,A,accepted,direct,6.0,6.0,-0.149473461343818,24.4830484738141,6327.729658616725,24.4830484738141,-0.298946922687636,0.298946922687636,81.89764341342953,7.330281645407794,0.007735533390335157,0.9995339243774943,True,0.0,0.0,
