track_id,start_frame,end_frame,lifetime_frames,start_time,end_time,duration,start_x,start_z,end_x,end_z,min_z,max_z,horizontal_drift,vertical_range,assigned_detections,missed_frames
0,0,14,15,51.00000576387523,53.80000308462378,2.7999973207485525,-8.253645833333334,6.604683289659345,-8.157812499999999,4.729468782720451,4.729468782720451,7.386685210381568,0.09583333333333499,2.657216427661117,15,0
1,0,4,5,51.00000576387523,51.80000618946478,0.8000004255895519,-7.582812499999999,6.0311281790604045,-7.582812499999999,6.800487132265591,6.0311281790604045,6.800487132265591,0.0,0.7693589532051863,5,0
2,0,16,17,51.00000576387523,54.200007426823156,3.200001662947926,-7.199479166666666,5.47400614735342,-6.0015624999999995,4.814369713682249,4.814369713682249,7.466955284160966,1.197916666666667,2.652585570478717,17,0
3,0,10,11,51.00000576387523,53.00000761416427,2.0000018502890384,-6.4328125,5.908228244157774,-5.1630208333333325,5.415687706147461,5.415687706147461,6.345554614185896,1.2697916666666673,0.9298669080384352,11,0
4,0,1,2,51.00000576387523,51.20000084601579,0.1999950821405605,-5.6421874999999995,6.007287873748917,-5.091145833333333,5.520850777274256,5.520850777274256,6.007287873748917,0.5510416666666664,0.4864370964746607,2,0
5,0,9,10,51.00000576387523,52.80000290382324,1.7999971399480117,-4.180729166666667,6.44119154932041,-4.228645833333333,4.460854934147921,4.460854934147921,6.493026511918879,-0.04791666666666661,2.032171577770958,10,0
6,0,3,4,51.00000576387523,51.60000489545984,0.5999991315846103,-3.0307291666666663,7.162810826254845,-2.7432291666666666,5.45077195151031,5.45077195151031,7.162810826254845,0.28749999999999964,1.7120388747445352,4,0
7,0,4,5,51.00000576387523,51.80000618946478,0.8000004255895519,-2.2880208333333325,7.533595886864891,-2.791145833333333,6.0961142182790296,5.971256779277748,7.533595886864891,-0.5031250000000007,1.5623391075871433,5,0
8,0,13,13,51.00000576387523,53.60000189171068,2.5999961278354533,-1.5932291666666671,10.594055497446009,-1.3296875000000004,6.957783163598616,6.7727603639145135,10.594055497446009,0.2635416666666668,3.8212951335314953,13,1
9,0,2,3,51.00000576387523,51.40000376541824,0.39999800154301113,-0.7546874999999993,6.5265280479986805,-0.7067708333333336,5.511831010307598,5.511831010307598,6.5265280479986805,0.04791666666666572,1.0146970376910822,3,0
10,0,23,22,51.00000576387523,55.6000009594703,4.599995195595071,-0.15572916666666714,5.671290032341316,-0.6348958333333332,7.651001326389481,5.384344369001362,9.332794587079565,-0.4791666666666661,3.948450218078203,22,2
11,0,5,6,51.00000576387523,52.000005931936506,1.000000168061277,1.2817708333333329,4.889754911780079,0.3234375000000007,6.608592504559532,4.889754911780079,6.608592504559532,-0.9583333333333321,1.7188375927794528,6,0
12,0,2,3,51.00000576387523,51.40000376541824,0.39999800154301113,3.078645833333333,5.241713614456864,3.030729166666667,5.532123115900759,5.241713614456864,5.532123115900759,-0.04791666666666572,0.29040950144389477,3,0
13,0,15,16,51.00000576387523,54.00000052463664,2.9999947607614104,4.108854166666667,6.798908516121306,3.9411458333333336,5.567379800595107,5.567379800595107,8.067180563627037,-0.16770833333333357,2.4998007630319297,16,0
14,0,3,4,51.00000576387523,51.60000489545984,0.5999991315846103,5.4984375,7.2481961799732,5.450520833333334,5.465043647335776,5.465043647335776,7.2481961799732,-0.04791666666666572,1.7831525326374242,4,0
15,0,11,12,51.00000576387523,53.20000419450776,2.199998430632533,6.2890625,10.546204937709643,5.977604166666666,8.407079481032666,8.407079481032666,10.74765045762897,-0.3114583333333343,2.340570976596304,12,0
16,0,17,18,51.00000576387523,54.4000084447578,3.4000026808825723,7.199479166666666,8.864427505639442,7.510937500000001,4.87476768448528,4.87476768448528,8.864427505639442,0.3114583333333343,3.989659821154162,18,0
17,0,8,9,51.00000576387523,52.60000856321188,1.6000027993366501,7.702604166666667,8.136846444543254,8.0859375,5.460901196232576,5.460901196232576,8.136846444543254,0.38333333333333286,2.6759452483106783,9,0
18,0,32,31,51.00000576387523,57.40000529086307,6.399999526987841,8.900520833333335,6.106789432179066,8.4453125,4.918926633979769,4.848265993867128,6.106789432179066,-0.455208333333335,1.2585234383119381,31,2
