track_id,class,n_points,lifetime_frames,turning_points,A,B,C,rmse,normalized_rmse,r2,endpoint_ratio,tau_apex,apex_inside
151,C,13,13,1,-0.5036588648954009,0.4733134874021545,7.185655773920826,0.2325867115665934,0.1115488445881803,0.894919695257977,2.322883689872808,0.46987506861459843,True
152,D,8,8,1,-1.1791941686413716,1.6706057874985558,6.76739522686054,0.016054108386185154,0.02701925684187784,0.9945232667328215,0.734691709157102,0.7083675580856087,True
153,A,12,12,1,-0.6793651379292094,0.2518067149012757,8.621205392649385,0.041591311619159264,0.015271393565288968,0.9978906653874862,0.9300864334295103,0.18532501952397376,True
154,D,11,11,1,-0.7885318878026438,1.9409682277223415,6.642218807934866,0.055473377713287794,0.044516919488195035,0.976974317826937,1.714215356089878,1.2307480887875855,True
155,C,19,19,1,-0.7614790402157353,2.647147883959786,5.412220389672419,0.10522442725719146,0.043270756181473566,0.9838157875566621,3.4496488824653113,1.738162013763255,True
157,C,18,18,1,-0.8093414441874868,2.3991761643996,6.976587790586225,0.14921893207438375,0.05481660826898914,0.9706221687959583,2.32180094184991,1.4821779989335517,True
158,A,17,17,1,-0.8270974910002751,2.1716593025930138,5.963355538234885,0.02801723701197417,0.009676879066161255,0.9989045106384673,1.9720891458738978,1.3128194234797235,True
159,E,25,25,3,-0.4520196671654066,2.394278913394695,4.819557575636177,0.37036357217622184,0.12228131072660726,0.8693782050981076,1.509304152808014,2.6484233843287193,True
160,D,14,14,1,-0.7336935373782315,1.9768912268660706,5.832503504187768,0.053280249365013695,0.03954924989416516,0.9846641763449048,0.7175173439034479,1.3472186452195432,True
161,A,11,11,1,-0.9123992549048694,2.0672019988949226,6.7545751251997,0.017709030929395637,0.014938567851638806,0.9975443648886854,1.0122096229593285,1.1328384957473787,True
162,E,3,3,0,-0.8659428794295154,1.259778149556001,4.875297924443922,1.538370149106851e-15,4.210571489078316e-15,1.0,1.0,0.7274025686232012,False
163,B,6,6,0,-0.29778455145735017,-1.467440033665223,7.168358386809299,0.031465740579610164,0.01820730938072423,0.9972904400077378,0.5917533210234619,-2.4639290830965006,False
164,A,16,16,1,-0.8174865290150284,3.173292518982679,5.909052762671791,0.023322010595709455,0.007542227140517707,0.9993398481017947,0.8489709373146703,1.9408836759708503,True
165,C,19,19,1,-0.7884147540534335,2.963359618308919,6.3930623936382975,0.16549306748032488,0.053813163044257116,0.9680164636546809,2.6140941810920615,1.8793151720421013,True
166,A,23,23,1,-0.764901146897299,3.088515253987622,6.377066186578375,0.086731349892298,0.020080100654069098,0.9952517719751095,0.7750266249971912,2.0188983024248937,True
167,D,12,12,1,-0.15487232650677635,-0.42322144658330424,8.422337591814038,0.12899574452976884,0.08680927049619117,0.9443660125672914,1.0927744820050231,-1.366355940177558,False
169,D,11,11,1,-0.47106400863049785,0.6517729133230392,7.731034013146461,0.0620810863945127,0.0803364907488502,0.9409531140076474,1.0475892760923502,0.6918092885273786,True
171,B,5,5,0,-0.6595310609870468,-1.1927931185629537,6.1410539365204,0.006377969924745735,0.004660451461370451,0.9998296370937532,1.0,-0.9042736492029904,False
172,E,50,50,7,0.008259048786850218,-0.3413026979617253,7.969247622210178,0.8069548502679962,0.21150960045970157,0.474717323419485,1.507816024505403,20.662349065254105,False
173,D,12,12,1,-0.7046969030653697,1.2634170097099513,7.361861515152572,0.03077192602692413,0.025389172297392498,0.9926344319157135,0.7177870132723974,0.8964258280504698,True
174,A,12,12,1,-0.9913290222689677,0.7995314423821849,8.495109712068174,0.010694839530236238,0.0033624942693152005,0.999894541574023,2.1657714260572756,0.4032624004854645,True
175,E,4,4,0,-0.9502103304463441,1.1886305387460914,7.520328506107016,0.007510394466828335,0.02061112397648481,0.9972656247455393,1.0,0.6254565440199717,False
176,B,9,9,0,-0.28018437350828707,-0.8011427214201513,8.555904990842352,0.10102134174819595,0.04737631151952544,0.9807085657570598,1.811764129774771,-1.4296705975939372,False
177,E,35,35,5,0.03291570818276899,-0.26427960998310623,7.584391202302756,0.6539923065848751,0.31356784334261795,0.04694908702608125,1.387252321400794,4.014490718468784,True
